purpose,i,j,model_requested,circuit_index,counts_json,shots_observed
test_kernel,129,8,qksvc,1453,"{""0000"": 251, ""0001"": 2, ""1000"": 1, ""0010"": 2}",256
test_kernel,129,9,qksvc,1454,"{""0000"": 248, ""0010"": 5, ""0001"": 2, ""1000"": 1}",256
test_kernel,130,0,qksvc,1455,"{""0011"": 244, ""0001"": 7, ""1011"": 3, ""0010"": 2}",256
test_kernel,130,1,qksvc,1456,"{""0011"": 250, ""0001"": 2, ""0010"": 2, ""0110"": 1, ""1011"": 1}",256
test_kernel,130,2,qksvc,1457,"{""0011"": 249, ""0010"": 1, ""1011"": 3, ""0001"": 3}",256
test_kernel,130,3,qksvc,1458,"{""0000"": 228, ""0010"": 12, ""0001"": 13, ""0100"": 1, ""1001"": 1, ""1000"": 1}",256
test_kernel,130,4,qksvc,1459,"{""0011"": 241, ""0010"": 6, ""0001"": 6, ""1011"": 3}",256
test_kernel,130,5,qksvc,1460,"{""0001"": 57, ""0011"": 44, ""0000"": 82, ""0010"": 72, ""1000"": 1}",256
test_kernel,130,6,qksvc,1461,"{""0000"": 233, ""0010"": 14, ""1000"": 1, ""0001"": 6, ""0011"": 2}",256
test_kernel,130,7,qksvc,1462,"{""0011"": 208, ""0010"": 22, ""0001"": 20, ""1011"": 3, ""0000"": 3}",256
test_kernel,130,8,qksvc,1463,"{""0011"": 245, ""0001"": 5, ""1011"": 3, ""0010"": 2, ""0111"": 1}",256
test_kernel,130,9,qksvc,1464,"{""0011"": 245, ""0111"": 2, ""0001"": 5, ""1011"": 2, ""0010"": 2}",256
test_kernel,131,0,qksvc,1465,"{""0001"": 4, ""0000"": 240, ""0010"": 9, ""1000"": 2, ""0100"": 1}",256
test_kernel,131,1,qksvc,1466,"{""0000"": 238, ""1000"": 3, ""0010"": 8, ""0001"": 7}",256
test_kernel,131,2,qksvc,1467,"{""1000"": 2, ""0000"": 235, ""0010"": 13, ""0001"": 5, ""1010"": 1}",256
test_kernel,131,3,qksvc,1468,"{""0011"": 246, ""0001"": 5, ""0010"": 3, ""1011"": 2}",256
test_kernel,131,4,qksvc,1469,"{""0000"": 225, ""0001"": 16, ""0010"": 11, ""1001"": 2, ""0011"": 2}",256
test_kernel,131,5,qksvc,1470,"{""0011"": 128, ""0001"": 57, ""0010"": 53, ""0110"": 1, ""0000"": 15, ""1011"": 1, ""1001"": 1}",256
test_kernel,131,6,qksvc,1471,"{""0011"": 249, ""1011"": 2, ""0111"": 3, ""0001"": 1, ""0010"": 1}",256
test_kernel,131,7,qksvc,1472,"{""0010"": 49, ""0000"": 150, ""0001"": 45, ""0011"": 10, ""0100"": 1, ""1000"": 1}",256
test_kernel,131,8,qksvc,1473,"{""0000"": 246, ""0010"": 5, ""1000"": 3, ""0001"": 2}",256
test_kernel,131,9,qksvc,1474,"{""0000"": 248, ""1000"": 3, ""0010"": 5}",256
test_kernel,132,0,qksvc,1475,"{""0000"": 239, ""0001"": 6, ""0010"": 9, ""0011"": 1, ""1000"": 1}",256
test_kernel,132,1,qksvc,1476,"{""0000"": 236, ""0010"": 12, ""0001"": 5, ""1000"": 1, ""0100"": 1, ""1001"": 1}",256
test_kernel,132,2,qksvc,1477,"{""0000"": 229, ""0010"": 17, ""0001"": 6, ""0011"": 3, ""1000"": 1}",256
test_kernel,132,3,qksvc,1478,"{""0011"": 248, ""1011"": 4, ""0010"": 2, ""0001"": 2}",256
test_kernel,132,4,qksvc,1479,"{""0000"": 209, ""0010"": 26, ""0001"": 15, ""0011"": 6}",256
test_kernel,132,5,qksvc,1480,"{""0010"": 48, ""0011"": 138, ""0001"": 61, ""0000"": 8, ""1011"": 1}",256
test_kernel,132,6,qksvc,1481,"{""0011"": 249, ""0111"": 3, ""0010"": 2, ""0001"": 2}",256
test_kernel,132,7,qksvc,1482,"{""0000"": 159, ""0010"": 43, ""0001"": 39, ""0011"": 12, ""0111"": 1, ""1001"": 1, ""0100"": 1}",256
test_kernel,132,8,qksvc,1483,"{""0000"": 249, ""0001"": 2, ""0010"": 5}",256
test_kernel,132,9,qksvc,1484,"{""0000"": 244, ""1000"": 2, ""0100"": 1, ""0010"": 7, ""0001"": 2}",256
test_kernel,133,0,qksvc,1485,"{""0000"": 245, ""0100"": 1, ""0011"": 1, ""0010"": 4, ""1000"": 3, ""0001"": 2}",256
test_kernel,133,1,qksvc,1486,"{""0000"": 237, ""0010"": 12, ""0001"": 4, ""0100"": 1, ""1000"": 2}",256
test_kernel,133,2,qksvc,1487,"{""0000"": 238, ""0001"": 3, ""0010"": 12, ""1000"": 3}",256
test_kernel,133,3,qksvc,1488,"{""0011"": 248, ""0010"": 4, ""1011"": 3, ""0001"": 1}",256
test_kernel,133,4,qksvc,1489,"{""0000"": 225, ""0001"": 10, ""0010"": 17, ""0100"": 2, ""1000"": 2}",256
test_kernel,133,5,qksvc,1490,"{""0000"": 25, ""0011"": 127, ""0001"": 55, ""0010"": 49}",256
test_kernel,133,6,qksvc,1491,"{""0011"": 248, ""0010"": 4, ""0001"": 3, ""1011"": 1}",256
test_kernel,133,7,qksvc,1492,"{""0000"": 163, ""0010"": 35, ""0001"": 50, ""0011"": 7, ""1001"": 1}",256
test_kernel,133,8,qksvc,1493,"{""0000"": 253, ""0010"": 2, ""0100"": 1}",256
test_kernel,133,9,qksvc,1494,"{""0000"": 253, ""0010"": 3}",256
test_kernel,134,0,qksvc,1495,"{""0000"": 239, ""1000"": 2, ""0010"": 10, ""0001"": 4, ""0100"": 1}",256
test_kernel,134,1,qksvc,1496,"{""0000"": 239, ""0010"": 7, ""0001"": 5, ""0100"": 2, ""1000"": 2, ""1100"": 1}",256
test_kernel,134,2,qksvc,1497,"{""0000"": 230, ""0010"": 13, ""0001"": 10, ""1000"": 1, ""0100"": 1, ""0011"": 1}",256
test_kernel,134,3,qksvc,1498,"{""0011"": 250, ""0010"": 1, ""1011"": 2, ""0001"": 3}",256
test_kernel,134,4,qksvc,1499,"{""0000"": 211, ""0010"": 16, ""0001"": 25, ""0110"": 1, ""1000"": 2, ""1010"": 1}",256
test_kernel,134,5,qksvc,1500,"{""0011"": 143, ""1011"": 1, ""0001"": 41, ""0010"": 46, ""0000"": 20, ""1010"": 1, ""1001"": 2, ""1000"": 1, ""1111"": 1}",256
test_kernel,134,6,qksvc,1501,"{""0011"": 245, ""1011"": 5, ""0010"": 4, ""0001"": 2}",256
test_kernel,134,7,qksvc,1502,"{""0000"": 161, ""0011"": 8, ""1000"": 1, ""0001"": 41, ""0010"": 45}",256
test_kernel,134,8,qksvc,1503,"{""0000"": 248, ""0010"": 4, ""0100"": 2, ""1000"": 2}",256
test_kernel,134,9,qksvc,1504,"{""0000"": 248, ""0010"": 4, ""0001"": 2, ""1000"": 2}",256
test_kernel,135,0,qksvc,1505,"{""0000"": 251, ""0001"": 3, ""0010"": 1, ""1000"": 1}",256
test_kernel,135,1,qksvc,1506,"{""0000"": 238, ""0010"": 9, ""0001"": 7, ""0100"": 1, ""1000"": 1}",256
test_kernel,135,2,qksvc,1507,"{""0000"": 234, ""0010"": 8, ""0100"": 1, ""0001"": 9, ""1000"": 4}",256
test_kernel,135,3,qksvc,1508,"{""0011"": 247, ""0010"": 2, ""1011"": 2, ""0111"": 2, ""0001"": 3}",256
test_kernel,135,4,qksvc,1509,"{""0000"": 220, ""0010"": 22, ""0001"": 10, ""0011"": 2, ""1000"": 2}",256
test_kernel,135,5,qksvc,1510,"{""0011"": 141, ""0001"": 36, ""0010"": 53, ""0000"": 23, ""0101"": 1, ""0111"": 1, ""1011"": 1}",256
test_kernel,135,6,qksvc,1511,"{""0010"": 1, ""0011"": 247, ""1010"": 1, ""1011"": 6, ""0001"": 1}",256
test_kernel,135,7,qksvc,1512,"{""0000"": 162, ""0010"": 36, ""0001"": 41, ""0011"": 14, ""0100"": 1, ""1000"": 2}",256
test_kernel,135,8,qksvc,1513,"{""0000"": 246, ""0010"": 6, ""1000"": 2, ""0001"": 2}",256
test_kernel,135,9,qksvc,1514,"{""0000"": 244, ""0010"": 9, ""1000"": 3}",256
test_kernel,136,0,qksvc,1515,"{""0011"": 248, ""0001"": 3, ""0010"": 2, ""1011"": 2, ""0111"": 1}",256
test_kernel,136,1,qksvc,1516,"{""0011"": 249, ""0001"": 5, ""0010"": 1, ""1011"": 1}",256
test_kernel,136,2,qksvc,1517,"{""0011"": 244, ""0010"": 4, ""1011"": 2, ""0001"": 4, ""0111"": 2}",256
test_kernel,136,3,qksvc,1518,"{""0000"": 238, ""0001"": 3, ""0010"": 11, ""1010"": 1, ""0100"": 1, ""1000"": 2}",256
test_kernel,136,4,qksvc,1519,"{""0011"": 239, ""0001"": 3, ""0010"": 8, ""0000"": 1, ""0111"": 2, ""1011"": 3}",256
test_kernel,136,5,qksvc,1520,"{""0011"": 28, ""0010"": 80, ""0000"": 89, ""0001"": 57, ""1000"": 1, ""0101"": 1}",256
test_kernel,136,6,qksvc,1521,"{""0000"": 239, ""0010"": 12, ""0001"": 4, ""1000"": 1}",256
test_kernel,136,7,qksvc,1522,"{""0011"": 199, ""0010"": 20, ""0001"": 31, ""0000"": 5, ""1011"": 1}",256
test_kernel,136,8,qksvc,1523,"{""0011"": 246, ""0001"": 6, ""0111"": 2, ""0010"": 1, ""1011"": 1}",256
test_kernel,136,9,qksvc,1524,"{""0011"": 249, ""0001"": 4, ""0010"": 2, ""0111"": 1}",256
test_kernel,137,0,qksvc,1525,"{""0000"": 242, ""1010"": 1, ""0010"": 7, ""1000"": 1, ""0001"": 4, ""0100"": 1}",256
test_kernel,137,1,qksvc,1526,"{""1000"": 2, ""0000"": 239, ""0010"": 8, ""0001"": 5, ""0100"": 1, ""1010"": 1}",256
test_kernel,137,2,qksvc,1527,"{""0000"": 229, ""0011"": 1, ""0100"": 1, ""0010"": 16, ""0001"": 6, ""1000"": 2, ""1010"": 1}",256
test_kernel,137,3,qksvc,1528,"{""0011"": 249, ""0001"": 5, ""1011"": 2}",256
test_kernel,137,4,qksvc,1529,"{""0000"": 199, ""0010"": 34, ""0001"": 14, ""1000"": 3, ""0110"": 1, ""1010"": 2, ""0011"": 3}",256
test_kernel,137,5,qksvc,1530,"{""0011"": 140, ""0001"": 57, ""0000"": 22, ""0010"": 36, ""1001"": 1}",256
test_kernel,137,6,qksvc,1531,"{""0011"": 244, ""1011"": 2, ""0001"": 6, ""0010"": 3, ""0111"": 1}",256
test_kernel,137,7,qksvc,1532,"{""0010"": 48, ""0000"": 147, ""0001"": 42, ""0100"": 1, ""0011"": 16, ""1010"": 1, ""1000"": 1}",256
test_kernel,137,8,qksvc,1533,"{""0000"": 247, ""0010"": 7, ""1000"": 1, ""0100"": 1}",256
test_kernel,137,9,qksvc,1534,"{""0000"": 250, ""0010"": 4, ""0100"": 2}",256
test_kernel,138,0,qksvc,1535,"{""0000"": 234, ""0001"": 6, ""0010"": 12, ""1000"": 2, ""0100"": 1, ""0011"": 1}",256
test_kernel,138,1,qksvc,1536,"{""0000"": 239, ""0011"": 1, ""0010"": 11, ""1000"": 1, ""0001"": 4}",256
test_kernel,138,2,qksvc,1537,"{""0000"": 229, ""0010"": 11, ""0001"": 13, ""1000"": 2, ""0100"": 1}",256
test_kernel,138,3,qksvc,1538,"{""0011"": 244, ""0010"": 3, ""1011"": 6, ""0001"": 3}",256
test_kernel,138,4,qksvc,1539,"{""0000"": 207, ""0001"": 23, ""0010"": 22, ""1000"": 2, ""0011"": 2}",256
test_kernel,138,5,qksvc,1540,"{""0011"": 151, ""0000"": 13, ""0010"": 47, ""0001"": 42, ""1001"": 1, ""0111"": 1, ""1011"": 1}",256
test_kernel,138,6,qksvc,1541,"{""0011"": 242, ""1011"": 5, ""0001"": 6, ""0010"": 1, ""0111"": 2}",256
test_kernel,138,7,qksvc,1542,"{""0000"": 160, ""0001"": 37, ""0010"": 43, ""1000"": 2, ""0011"": 12, ""0111"": 1, ""0100"": 1}",256
test_kernel,138,8,qksvc,1543,"{""0000"": 245, ""0010"": 6, ""0001"": 4, ""1000"": 1}",256
test_kernel,138,9,qksvc,1544,"{""0010"": 6, ""0000"": 242, ""0100"": 1, ""0001"": 6, ""1000"": 1}",256
test_kernel,139,0,qksvc,1545,"{""0000"": 244, ""0001"": 7, ""0010"": 4, ""0011"": 1}",256
test_kernel,139,1,qksvc,1546,"{""0000"": 236, ""0010"": 14, ""0001"": 4, ""1000"": 2}",256
test_kernel,139,2,qksvc,1547,"{""0000"": 227, ""0001"": 12, ""0010"": 13, ""0100"": 2, ""1000"": 2}",256
test_kernel,139,3,qksvc,1548,"{""0011"": 249, ""0010"": 1, ""1011"": 3, ""0001"": 2, ""0111"": 1}",256
test_kernel,139,4,qksvc,1549,"{""0000"": 208, ""1010"": 1, ""0001"": 17, ""0010"": 26, ""0011"": 3, ""0100"": 1}",256
test_kernel,139,5,qksvc,1550,"{""0011"": 152, ""0010"": 53, ""0001"": 33, ""0000"": 18}",256
test_kernel,139,6,qksvc,1551,"{""0011"": 251, ""0111"": 1, ""1011"": 3, ""0010"": 1}",256
test_kernel,139,7,qksvc,1552,"{""0001"": 52, ""0000"": 150, ""0010"": 40, ""0011"": 12, ""1011"": 1, ""1000"": 1}",256
test_kernel,139,8,qksvc,1553,"{""0000"": 247, ""0001"": 2, ""0010"": 5, ""0011"": 1, ""1000"": 1}",256
test_kernel,139,9,qksvc,1554,"{""0000"": 248, ""1000"": 3, ""0010"": 4, ""0100"": 1}",256
test_kernel,140,0,qksvc,1555,"{""0000"": 247, ""1000"": 1, ""0001"": 2, ""1001"": 1, ""0010"": 5}",256
test_kernel,140,1,qksvc,1556,"{""0000"": 234, ""1000"": 2, ""0010"": 12, ""0001"": 6, ""0100"": 2}",256
test_kernel,140,2,qksvc,1557,"{""0000"": 221, ""1000"": 2, ""0001"": 10, ""0010"": 21, ""0100"": 1, ""0011"": 1}",256
test_kernel,140,3,qksvc,1558,"{""0001"": 2, ""0011"": 249, ""1011"": 4, ""0010"": 1}",256
test_kernel,140,4,qksvc,1559,"{""0000"": 214, ""0001"": 13, ""0010"": 22, ""1001"": 1, ""1000"": 6}",256
test_kernel,140,5,qksvc,1560,"{""0011"": 158, ""0000"": 11, ""0001"": 38, ""0010"": 44, ""1011"": 2, ""0111"": 1, ""1010"": 2}",256
test_kernel,140,6,qksvc,1561,"{""0011"": 251, ""0111"": 3, ""1011"": 1, ""0010"": 1}",256
test_kernel,140,7,qksvc,1562,"{""0000"": 153, ""0010"": 50, ""0001"": 39, ""0011"": 11, ""0100"": 1, ""0101"": 1, ""1000"": 1}",256
test_kernel,140,8,qksvc,1563,"{""0000"": 240, ""0001"": 6, ""0010"": 9, ""0100"": 1}",256
test_kernel,140,9,qksvc,1564,"{""0010"": 10, ""0000"": 240, ""0100"": 1, ""0001"": 3, ""1000"": 2}",256
test_kernel,141,0,qksvc,1565,"{""0000"": 241, ""0010"": 9, ""0100"": 1, ""0001"": 3, ""1100"": 1, ""1000"": 1}",256
test_kernel,141,1,qksvc,1566,"{""0000"": 246, ""0010"": 6, ""0001"": 2, ""1000"": 2}",256
test_kernel,141,2,qksvc,1567,"{""0000"": 234, ""0001"": 8, ""0010"": 10, ""1000"": 2, ""0100"": 1, ""0011"": 1}",256
test_kernel,141,3,qksvc,1568,"{""0011"": 247, ""0010"": 2, ""1011"": 2, ""0001"": 5}",256
test_kernel,141,4,qksvc,1569,"{""0000"": 208, ""0001"": 23, ""0010"": 22, ""0011"": 1, ""1000"": 2}",256
test_kernel,141,5,qksvc,1570,"{""0001"": 55, ""0000"": 21, ""0010"": 36, ""0011"": 138, ""1011"": 4, ""0111"": 1, ""1010"": 1}",256
test_kernel,141,6,qksvc,1571,"{""0011"": 250, ""1011"": 3, ""0001"": 1, ""0010"": 2}",256
test_kernel,141,7,qksvc,1572,"{""0001"": 31, ""0000"": 158, ""0010"": 46, ""1000"": 2, ""0011"": 18, ""1001"": 1}",256
test_kernel,141,8,qksvc,1573,"{""0000"": 250, ""0001"": 4, ""0010"": 1, ""1000"": 1}",256
test_kernel,141,9,qksvc,1574,"{""0000"": 249, ""0100"": 1, ""1000"": 2, ""0010"": 3, ""0001"": 1}",256
test_kernel,142,0,qksvc,1575,"{""0011"": 254, ""0010"": 1, ""1011"": 1}",256
test_kernel,142,1,qksvc,1576,"{""0011"": 252, ""0111"": 1, ""1001"": 1, ""1011"": 2}",256
test_kernel,142,2,qksvc,1577,"{""0011"": 247, ""0001"": 7, ""0111"": 1, ""0010"": 1}",256
test_kernel,142,3,qksvc,1578,"{""0000"": 239, ""0010"": 8, ""0001"": 8, ""1010"": 1}",256
test_kernel,142,4,qksvc,1579,"{""0011"": 238, ""0001"": 7, ""0010"": 7, ""1011"": 3, ""0111"": 1}",256
test_kernel,142,5,qksvc,1580,"{""0000"": 92, ""0011"": 37, ""0001"": 57, ""0010"": 65, ""1000"": 4, ""1011"": 1}",256
test_kernel,142,6,qksvc,1581,"{""0000"": 239, ""0001"": 4, ""0100"": 1, ""0010"": 7, ""1000"": 5}",256
test_kernel,142,7,qksvc,1582,"{""0011"": 199, ""0010"": 29, ""0001"": 18, ""0000"": 6, ""1011"": 2, ""1001"": 1, ""0110"": 1}",256
test_kernel,142,8,qksvc,1583,"{""0011"": 244, ""0111"": 1, ""0001"": 5, ""1011"": 3, ""0010"": 3}",256
test_kernel,142,9,qksvc,1584,"{""0011"": 241, ""0001"": 5, ""1011"": 5, ""0111"": 1, ""0010"": 4}",256
test_kernel,143,0,qksvc,1585,"{""0000"": 244, ""1000"": 4, ""0100"": 2, ""0010"": 5, ""0001"": 1}",256
test_kernel,143,1,qksvc,1586,"{""0000"": 245, ""0010"": 5, ""1000"": 3, ""0001"": 3}",256
test_kernel,143,2,qksvc,1587,"{""0000"": 241, ""0001"": 9, ""1001"": 1, ""0010"": 5}",256
test_kernel,143,3,qksvc,1588,"{""0011"": 252, ""0111"": 1, ""0001"": 3}",256
test_kernel,143,4,qksvc,1589,"{""0000"": 216, ""0001"": 11, ""0010"": 27, ""0100"": 1, ""1000"": 1}",256
test_kernel,143,5,qksvc,1590,"{""0011"": 136, ""0001"": 55, ""0010"": 42, ""0000"": 17, ""1010"": 3, ""1000"": 1, ""1011"": 1, ""0110"": 1}",256
test_kernel,143,6,qksvc,1591,"{""0011"": 250, ""1011"": 2, ""0001"": 1, ""0010"": 1, ""0111"": 2}",256
test_kernel,143,7,qksvc,1592,"{""0000"": 154, ""0001"": 39, ""0010"": 52, ""0011"": 9, ""1010"": 1, ""1000"": 1}",256
test_kernel,143,8,qksvc,1593,"{""0000"": 250, ""0001"": 1, ""0010"": 3, ""1000"": 2}",256
test_kernel,143,9,qksvc,1594,"{""0000"": 245, ""0010"": 7, ""1000"": 3, ""1010"": 1}",256
test_kernel,144,0,qksvc,1595,"{""0000"": 234, ""0010"": 11, ""1000"": 4, ""0001"": 6, ""1100"": 1}",256
test_kernel,144,1,qksvc,1596,"{""0000"": 234, ""0001"": 7, ""0010"": 10, ""1000"": 4, ""1001"": 1}",256
test_kernel,144,2,qksvc,1597,"{""0000"": 234, ""0001"": 4, ""0010"": 13, ""1000"": 5}",256
test_kernel,144,3,qksvc,1598,"{""0011"": 249, ""1011"": 4, ""0010"": 1, ""0001"": 2}",256
test_kernel,144,4,qksvc,1599,"{""0000"": 205, ""0010"": 26, ""0001"": 21, ""0011"": 3, ""1010"": 1}",256
test_kernel,144,5,qksvc,1600,"{""0011"": 144, ""0010"": 47, ""0111"": 1, ""0001"": 46, ""0000"": 15, ""1011"": 2, ""0110"": 1}",256
test_kernel,144,6,qksvc,1601,"{""0011"": 245, ""0010"": 4, ""1011"": 2, ""0001"": 4, ""0111"": 1}",256
test_kernel,144,7,qksvc,1602,"{""0010"": 42, ""0000"": 138, ""0001"": 52, ""1010"": 1, ""0011"": 22, ""0101"": 1}",256
test_kernel,144,8,qksvc,1603,"{""0000"": 249, ""1000"": 3, ""0010"": 4}",256
test_kernel,144,9,qksvc,1604,"{""0000"": 247, ""0010"": 5, ""1000"": 3, ""0001"": 1}",256
test_kernel,145,0,qksvc,1605,"{""0000"": 236, ""0010"": 16, ""0001"": 3, ""1000"": 1}",256
test_kernel,145,1,qksvc,1606,"{""0000"": 239, ""0010"": 12, ""0001"": 3, ""1000"": 1, ""0100"": 1}",256
test_kernel,145,2,qksvc,1607,"{""0000"": 231, ""0001"": 13, ""0010"": 10, ""1000"": 1, ""0011"": 1}",256
test_kernel,145,3,qksvc,1608,"{""0011"": 247, ""0010"": 1, ""1011"": 4, ""0001"": 3, ""0111"": 1}",256
test_kernel,145,4,qksvc,1609,"{""0000"": 211, ""0010"": 22, ""0001"": 20, ""0011"": 2, ""1000"": 1}",256
test_kernel,145,5,qksvc,1610,"{""0011"": 135, ""1000"": 1, ""0010"": 51, ""0001"": 47, ""1011"": 1, ""0000"": 19, ""0101"": 1, ""1010"": 1}",256
test_kernel,145,6,qksvc,1611,"{""1011"": 2, ""0011"": 248, ""0001"": 3, ""0010"": 2, ""0111"": 1}",256
test_kernel,145,7,qksvc,1612,"{""0001"": 32, ""0000"": 160, ""0010"": 52, ""0011"": 12}",256
test_kernel,145,8,qksvc,1613,"{""0000"": 249, ""1000"": 2, ""0001"": 3, ""0100"": 1, ""0010"": 1}",256
test_kernel,145,9,qksvc,1614,"{""0000"": 244, ""0010"": 8, ""1000"": 2, ""0001"": 2}",256
test_kernel,146,0,qksvc,1615,"{""0000"": 242, ""0001"": 4, ""0010"": 9, ""1000"": 1}",256
test_kernel,146,1,qksvc,1616,"{""0000"": 241, ""0010"": 7, ""0001"": 5, ""0100"": 1, ""1000"": 2}",256
test_kernel,146,2,qksvc,1617,"{""0000"": 235, ""0010"": 10, ""0100"": 1, ""1000"": 3, ""0001"": 7}",256
test_kernel,146,3,qksvc,1618,"{""0011"": 246, ""1011"": 6, ""0010"": 1, ""0111"": 1, ""0000"": 1, ""0001"": 1}",256
test_kernel,146,4,qksvc,1619,"{""0000"": 197, ""0010"": 22, ""0001"": 31, ""0011"": 2, ""1000"": 4}",256
test_kernel,146,5,qksvc,1620,"{""0011"": 139, ""0000"": 18, ""0010"": 53, ""0001"": 41, ""0101"": 1, ""1001"": 1, ""1011"": 3}",256
test_kernel,146,6,qksvc,1621,"{""0011"": 250, ""1011"": 3, ""0010"": 3}",256
test_kernel,146,7,qksvc,1622,"{""0000"": 135, ""0001"": 54, ""0011"": 9, ""0010"": 52, ""1000"": 3, ""0101"": 1, ""1010"": 1, ""1001"": 1}",256
test_kernel,146,8,qksvc,1623,"{""0000"": 247, ""0010"": 5, ""1000"": 2, ""0001"": 2}",256
test_kernel,146,9,qksvc,1624,"{""0000"": 243, ""0001"": 7, ""0010"": 5, ""1000"": 1}",256
test_kernel,147,0,qksvc,1625,"{""0000"": 237, ""0010"": 10, ""1000"": 2, ""0001"": 6, ""0100"": 1}",256
test_kernel,147,1,qksvc,1626,"{""0000"": 236, ""0010"": 11, ""1000"": 1, ""0001"": 8}",256
test_kernel,147,2,qksvc,1627,"{""0000"": 240, ""0010"": 11, ""0001"": 4, ""1000"": 1}",256
test_kernel,147,3,qksvc,1628,"{""0011"": 247, ""0001"": 5, ""0111"": 1, ""0010"": 2, ""1011"": 1}",256
test_kernel,147,4,qksvc,1629,"{""0000"": 208, ""0001"": 19, ""0011"": 5, ""0010"": 21, ""1010"": 1, ""0110"": 1, ""1000"": 1}",256
test_kernel,147,5,qksvc,1630,"{""0010"": 50, ""0011"": 128, ""0001"": 55, ""0000"": 21, ""1011"": 1, ""1010"": 1}",256
test_kernel,147,6,qksvc,1631,"{""0011"": 248, ""0010"": 4, ""0001"": 2, ""1011"": 2}",256
test_kernel,147,7,qksvc,1632,"{""0000"": 161, ""0010"": 45, ""0001"": 43, ""0011"": 6, ""1000"": 1}",256
test_kernel,147,8,qksvc,1633,"{""0000"": 251, ""0010"": 1, ""0011"": 1, ""0001"": 2, ""1000"": 1}",256
test_kernel,147,9,qksvc,1634,"{""0000"": 245, ""0001"": 3, ""0010"": 4, ""0100"": 2, ""1000"": 2}",256
test_kernel,148,0,qksvc,1635,"{""0000"": 242, ""0010"": 4, ""0100"": 1, ""1000"": 2, ""0001"": 7}",256
test_kernel,148,1,qksvc,1636,"{""0000"": 240, ""0010"": 5, ""0001"": 6, ""0100"": 2, ""0011"": 1, ""1000"": 2}",256
test_kernel,148,2,qksvc,1637,"{""0001"": 12, ""0000"": 226, ""0010"": 13, ""1000"": 5}",256
test_kernel,148,3,qksvc,1638,"{""0011"": 245, ""1011"": 2, ""0001"": 3, ""0010"": 4, ""0111"": 2}",256
test_kernel,148,4,qksvc,1639,"{""0000"": 216, ""0010"": 18, ""1000"": 3, ""0001"": 19}",256
test_kernel,148,5,qksvc,1640,"{""0010"": 59, ""0011"": 136, ""0000"": 16, ""0001"": 44, ""0101"": 1}",256
test_kernel,148,6,qksvc,1641,"{""0011"": 250, ""0001"": 4, ""1011"": 2}",256
test_kernel,148,7,qksvc,1642,"{""0010"": 51, ""0001"": 44, ""0000"": 148, ""0011"": 12, ""0100"": 1}",256
test_kernel,148,8,qksvc,1643,"{""0000"": 244, ""0010"": 5, ""0001"": 4, ""1000"": 3}",256
test_kernel,148,9,qksvc,1644,"{""0000"": 246, ""0010"": 6, ""0100"": 1, ""0001"": 1, ""1000"": 2}",256
test_kernel,149,0,qksvc,1645,"{""0000"": 248, ""0010"": 4, ""0001"": 3, ""0100"": 1}",256
test_kernel,149,1,qksvc,1646,"{""0000"": 245, ""0010"": 4, ""1000"": 1, ""0001"": 5, ""0100"": 1}",256
test_kernel,149,2,qksvc,1647,"{""0000"": 242, ""0010"": 8, ""0001"": 4, ""0100"": 1, ""1000"": 1}",256
test_kernel,149,3,qksvc,1648,"{""0011"": 247, ""1011"": 1, ""0001"": 7, ""0010"": 1}",256
test_kernel,149,4,qksvc,1649,"{""0000"": 220, ""0100"": 1, ""0001"": 13, ""0010"": 20, ""1001"": 1, ""0011"": 1}",256
test_kernel,149,5,qksvc,1650,"{""0011"": 138, ""0001"": 48, ""0010"": 48, ""0000"": 21, ""1011"": 1}",256
test_kernel,149,6,qksvc,1651,"{""0011"": 251, ""0001"": 3, ""0010"": 2}",256
test_kernel,149,7,qksvc,1652,"{""0000"": 160, ""0010"": 44, ""0001"": 36, ""0011"": 15, ""1000"": 1}",256
test_kernel,149,8,qksvc,1653,"{""0000"": 245, ""0001"": 4, ""0010"": 7}",256
test_kernel,149,9,qksvc,1654,"{""0000"": 248, ""0011"": 1, ""0010"": 4, ""1000"": 2, ""0001"": 1}",256
test_kernel,150,0,qksvc,1655,"{""0000"": 244, ""1000"": 2, ""0010"": 6, ""0100"": 2, ""0001"": 1, ""1001"": 1}",256
test_kernel,150,1,qksvc,1656,"{""0000"": 247, ""1010"": 1, ""0010"": 4, ""1000"": 1, ""0001"": 2, ""0011"": 1}",256
test_kernel,150,2,qksvc,1657,"{""0000"": 234, ""0010"": 12, ""1000"": 1, ""0001"": 8, ""0100"": 1}",256
test_kernel,150,3,qksvc,1658,"{""0011"": 248, ""0001"": 6, ""0010"": 1, ""1011"": 1}",256
test_kernel,150,4,qksvc,1659,"{""0000"": 215, ""0010"": 22, ""1000"": 1, ""0001"": 18}",256
test_kernel,150,5,qksvc,1660,"{""0010"": 44, ""0011"": 128, ""0001"": 55, ""0000"": 26, ""0111"": 1, ""1011"": 1, ""1000"": 1}",256
test_kernel,150,6,qksvc,1661,"{""0011"": 246, ""0010"": 2, ""0001"": 3, ""1010"": 1, ""0111"": 1, ""1011"": 2, ""1001"": 1}",256
test_kernel,150,7,qksvc,1662,"{""0000"": 162, ""0010"": 51, ""0001"": 30, ""0011"": 8, ""1000"": 3, ""1001"": 2}",256
