model,sample_index,original_dataset_index,label,score,threshold,prediction
"Isolation Forest + VQC IBM Hardware, 300-sample split test",197,757,0,0.75390625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",198,979,1,0.66796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",199,490,0,0.4296875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",200,64,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",201,991,0,0.37890625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",202,467,0,0.66015625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",203,149,0,0.33984375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",204,705,0,0.39453125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",205,293,0,0.359375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",206,306,1,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",207,411,1,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",208,908,0,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",209,653,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",210,601,0,0.6484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",211,780,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",212,349,0,0.4140625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",213,540,0,0.34765625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",214,443,0,0.36328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",215,39,1,0.66015625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",216,420,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",217,520,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",218,20,0,0.75,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",219,801,0,0.38671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",220,220,0,0.65625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",221,35,0,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",222,836,1,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",223,1039,1,0.640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",224,773,0,0.66796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",225,754,0,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",226,148,0,0.375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",227,788,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",228,784,1,0.734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",229,552,0,0.71875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",230,650,0,0.65625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",231,359,0,0.40234375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",232,372,0,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",233,320,1,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",234,206,1,0.64453125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",235,870,0,0.359375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",236,1086,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",237,826,1,0.640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",238,382,0,0.4140625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",239,771,1,0.73828125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",240,288,0,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",241,959,0,0.37890625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",242,337,1,0.77734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",243,169,1,0.65625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",244,81,1,0.71875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",245,783,1,0.4140625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",246,939,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",247,897,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",248,886,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",249,818,0,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",250,267,0,0.4140625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",251,899,0,0.73046875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",252,881,0,0.328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",253,894,1,0.65625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",254,388,0,0.40234375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",255,782,0,0.73046875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",256,495,1,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",257,480,0,0.37109375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",258,679,0,0.359375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",259,36,1,0.71875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",260,963,1,0.66796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",261,44,1,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",262,714,1,0.66796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",263,1047,0,0.40234375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",264,649,1,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",265,509,0,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",266,1084,0,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",267,313,0,0.375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",268,831,0,0.40234375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",269,518,0,0.7421875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",270,620,1,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",271,914,1,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",272,324,1,0.36328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",273,285,0,0.38671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",274,957,0,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",275,54,1,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",276,1029,0,0.42578125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",277,777,1,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",278,543,0,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",279,513,0,0.68359375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",280,157,1,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",281,964,1,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",282,72,0,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",283,294,0,0.73046875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",284,986,1,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",285,859,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",286,332,0,0.42578125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",287,15,0,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",288,810,1,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",289,776,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",290,750,0,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",291,360,0,0.33984375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",292,340,0,0.3828125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",293,253,0,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",294,593,1,0.75,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",295,645,1,0.65625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",296,1050,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",297,354,0,0.3515625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",298,694,0,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",299,1006,0,0.6328125,0.508125,1
